CpG Number,Start Position,End Position,Obs/Exp,%GC
892,3299,3498,1.35,60.50
893,3300,3499,1.35,60.50
894,3301,3500,1.35,60.50
895,3302,3501,1.33,61.00
896,3303,3502,1.30,60.50
897,3304,3503,1.33,60.00
898,3305,3504,1.35,59.50
899,3306,3505,1.39,59.50
900,3307,3506,1.41,59.00
901,3308,3507,1.35,59.00
902,3309,3508,1.38,58.50
903,3310,3509,1.37,58.50
904,3311,3510,1.36,58.50
905,3312,3511,1.30,58.50
906,3313,3512,1.30,58.50
907,3314,3513,1.29,58.50
908,3315,3514,1.29,58.50
909,3316,3515,1.28,58.50
910,3317,3516,1.24,58.00
911,3318,3517,1.23,58.00
912,3319,3518,1.25,57.50
913,3320,3519,1.25,57.50
914,3321,3520,1.25,57.50
915,3322,3521,1.25,57.50
916,3323,3522,1.23,58.00
917,3324,3523,1.23,58.00
918,3325,3524,1.23,58.00
919,3326,3525,1.27,58.50
920,3327,3526,1.24,59.00
921,3328,3527,1.24,59.00
922,3329,3528,1.24,59.00
923,3330,3529,1.26,58.50
924,3331,3530,1.24,59.00
925,3332,3531,1.22,59.50
926,3333,3532,1.22,59.50
927,3334,3533,1.26,60.00
928,3335,3534,1.21,60.00
929,3336,3535,1.22,59.50
930,3337,3536,1.19,59.00
931,3338,3537,1.22,59.50
932,3339,3538,1.22,59.50
933,3340,3539,1.24,59.00
934,3341,3540,1.22,59.50
935,3342,3541,1.20,60.00
936,3343,3542,1.17,59.50
937,3344,3543,1.20,60.00
938,3345,3544,1.19,60.00
939,3346,3545,1.18,60.50
940,3347,3546,1.16,61.00
941,3348,3547,1.21,61.00
942,3349,3548,1.21,61.00
943,3350,3549,1.21,61.00
944,3351,3550,1.26,61.00
945,3352,3551,1.26,61.00
946,3353,3552,1.26,61.00
947,3354,3553,1.29,61.50
948,3355,3554,1.31,61.00
949,3356,3555,1.28,61.50
950,3357,3556,1.28,61.50
951,3358,3557,1.30,61.00
952,3359,3558,1.30,61.00
953,3360,3559,1.32,60.50
954,3361,3560,1.34,60.00
955,3362,3561,1.37,60.50
956,3363,3562,1.32,60.50
957,3364,3563,1.32,60.50
958,3365,3564,1.38,60.50
959,3366,3565,1.38,60.50
960,3367,3566,1.38,60.50
961,3368,3567,1.38,60.50
962,3369,3568,1.38,60.50
963,3370,3569,1.40,60.00
964,3371,3570,1.34,60.00
965,3372,3571,1.32,60.50
966,3373,3572,1.32,60.50
967,3374,3573,1.26,60.50
968,3375,3574,1.24,61.00
969,3376,3575,1.27,60.50
970,3377,3576,1.25,61.00
971,3378,3577,1.23,61.50
972,3379,3578,1.25,61.00
973,3380,3579,1.28,61.50
974,3381,3580,1.29,61.50
975,3382,3581,1.27,62.00
976,3383,3582,1.27,62.00
977,3384,3583,1.30,62.50
978,3385,3584,1.32,62.00
979,3386,3585,1.29,62.50
980,3387,3586,1.31,62.00
981,3388,3587,1.33,61.50
982,3389,3588,1.31,62.00
983,3390,3589,1.26,62.00
984,3391,3590,1.28,61.50
985,3392,3591,1.28,61.50
986,3393,3592,1.31,62.00
987,3394,3593,1.30,62.00
988,3395,3594,1.30,62.00
989,3396,3595,1.30,62.00
990,3397,3596,1.30,62.00
991,3398,3597,1.28,62.50
992,3399,3598,1.33,62.50
993,3400,3599,1.31,63.00
994,3401,3600,1.31,63.00
995,3402,3601,1.31,63.00
996,3403,3602,1.31,63.00
997,3404,3603,1.26,63.00
998,3405,3604,1.31,63.00
999,3406,3605,1.31,63.00
1000,3407,3606,1.31,63.00
1001,3408,3607,1.31,63.00
1002,3409,3608,1.29,63.50
1003,3410,3609,1.24,63.50
1004,3411,3610,1.22,64.00
1005,3412,3611,1.27,64.00
1006,3413,3612,1.27,64.00
1007,3414,3613,1.30,64.50
1008,3415,3614,1.30,64.50
1009,3416,3615,1.30,64.50
1010,3417,3616,1.35,64.50
1011,3418,3617,1.30,64.50
1012,3419,3618,1.35,64.50
1013,3420,3619,1.33,65.00
1014,3421,3620,1.33,65.00
1015,3422,3621,1.31,65.50
1016,3423,3622,1.33,66.00
1017,3424,3623,1.33,66.00
1018,3425,3624,1.35,65.50
1019,3426,3625,1.36,65.50
1020,3427,3626,1.38,65.00
1021,3428,3627,1.38,65.00
1022,3429,3628,1.36,65.50
1023,3430,3629,1.31,65.50
1024,3431,3630,1.31,65.50
1025,3432,3631,1.33,65.00
1026,3433,3632,1.33,65.00
1027,3434,3633,1.38,65.00
1028,3435,3634,1.36,65.50
1029,3436,3635,1.36,65.50
1030,3437,3636,1.38,66.00
1031,3438,3637,1.38,66.00
1032,3439,3638,1.41,65.50
1033,3440,3639,1.46,65.50
1034,3441,3640,1.41,65.50
1035,3442,3641,1.41,65.50
1036,3443,3642,1.39,66.00
1037,3444,3643,1.34,66.00
1038,3445,3644,1.39,66.00
1039,3446,3645,1.37,66.50
1040,3447,3646,1.37,66.50
1041,3448,3647,1.39,66.00
1042,3449,3648,1.37,66.50
1043,3450,3649,1.37,66.50
1044,3451,3650,1.35,67.00
1045,3452,3651,1.35,67.00
1046,3453,3652,1.35,67.00
1047,3454,3653,1.33,67.50
1048,3455,3654,1.35,67.00
1049,3456,3655,1.33,67.50
1050,3457,3656,1.28,67.50
1051,3458,3657,1.26,68.00
1052,3459,3658,1.26,68.00
1053,3460,3659,1.28,67.50
1054,3461,3660,1.28,67.50
1055,3462,3661,1.28,67.50
1056,3463,3662,1.30,67.00
1057,3464,3663,1.30,67.00
1058,3465,3664,1.30,67.00
1059,3466,3665,1.33,67.50
1060,3467,3666,1.33,67.50
1061,3468,3667,1.33,67.50
1062,3469,3668,1.31,68.00
1063,3470,3669,1.31,68.00
1064,3471,3670,1.29,68.50
1065,3472,3671,1.24,68.50
1066,3473,3672,1.27,69.00
1067,3474,3673,1.25,69.50
1068,3475,3674,1.27,69.00
1069,3476,3675,1.25,69.50
1070,3477,3676,1.26,69.50
1071,3478,3677,1.26,69.50
1072,3479,3678,1.21,69.50
1073,3480,3679,1.20,70.00
1074,3481,3680,1.21,69.50
1075,3482,3681,1.21,69.50
1076,3483,3682,1.23,69.00
1077,3484,3683,1.22,69.50
1078,3485,3684,1.24,69.00
1079,3486,3685,1.20,69.00
1080,3487,3686,1.19,69.00
1081,3488,3687,1.19,69.00
1082,3489,3688,1.19,69.00
1083,3490,3689,1.23,69.00
1084,3491,3690,1.21,69.50
1085,3492,3691,1.20,70.00
1086,3493,3692,1.19,70.00
1087,3494,3693,1.19,70.00
1088,3495,3694,1.19,70.00
1089,3496,3695,1.21,69.50
1090,3497,3696,1.19,70.00
1091,3498,3697,1.19,70.00
1092,3499,3698,1.21,70.50
1093,3500,3699,1.21,70.50
1094,3501,3700,1.23,70.00
1095,3502,3701,1.23,70.00
1096,3503,3702,1.21,70.50
1097,3504,3703,1.21,70.50
1098,3505,3704,1.20,71.00
1099,3506,3705,1.20,71.00
1100,3507,3706,1.20,71.00
1101,3508,3707,1.20,71.00
1102,3509,3708,1.18,71.50
1103,3510,3709,1.18,71.50
1104,3511,3710,1.22,71.50
1105,3512,3711,1.22,71.50
1106,3513,3712,1.20,72.00
1107,3514,3713,1.22,71.50
1108,3515,3714,1.20,72.00
1109,3516,3715,1.20,72.00
1110,3517,3716,1.18,72.50
1111,3518,3717,1.18,72.50
1112,3519,3718,1.20,73.00
1113,3520,3719,1.22,72.50
1114,3521,3720,1.22,72.50
1115,3522,3721,1.20,73.00
1116,3523,3722,1.20,73.00
1117,3524,3723,1.23,73.50
1118,3525,3724,1.23,73.50
1119,3526,3725,1.23,73.50
1120,3527,3726,1.22,73.50
1121,3528,3727,1.22,73.50
1122,3529,3728,1.22,73.50
1123,3530,3729,1.25,74.00
1124,3531,3730,1.25,74.00
1125,3532,3731,1.25,74.00
1126,3533,3732,1.27,73.50
1127,3534,3733,1.23,73.50
1128,3535,3734,1.25,73.00
1129,3536,3735,1.23,73.50
1130,3537,3736,1.22,74.00
1131,3538,3737,1.18,74.00
1132,3539,3738,1.21,74.00
1133,3540,3739,1.20,74.50
1134,3541,3740,1.20,74.50
1135,3542,3741,1.20,74.50
1136,3543,3742,1.20,74.50
1137,3544,3743,1.18,74.00
1138,3545,3744,1.17,74.00
1139,3546,3745,1.21,74.00
1140,3547,3746,1.23,73.50
1141,3548,3747,1.19,73.50
1142,3549,3748,1.21,73.00
1143,3550,3749,1.23,72.50
1144,3551,3750,1.19,72.50
1145,3552,3751,1.17,73.00
1146,3553,3752,1.17,73.00
1147,3554,3753,1.13,73.00
1148,3555,3754,1.13,73.00
1149,3556,3755,1.15,72.50
1150,3557,3756,1.19,72.50
1151,3558,3757,1.19,72.50
1152,3559,3758,1.20,72.00
1153,3560,3759,1.19,72.50
1154,3561,3760,1.19,72.50
1155,3562,3761,1.15,72.50
1156,3563,3762,1.15,72.50
1157,3564,3763,1.17,72.00
1158,3565,3764,1.12,72.00
1159,3566,3765,1.11,72.50
1160,3567,3766,1.13,73.00
1161,3568,3767,1.13,73.00
1162,3569,3768,1.13,73.00
1163,3570,3769,1.12,73.50
1164,3571,3770,1.13,73.00
1165,3572,3771,1.13,73.00
1166,3573,3772,1.14,72.50
1167,3574,3773,1.16,72.00
1168,3575,3774,1.20,72.00
1169,3576,3775,1.19,72.50
1170,3577,3776,1.20,72.00
1171,3578,3777,1.21,72.00
1172,3579,3778,1.21,72.00
1173,3580,3779,1.18,71.50
1174,3581,3780,1.19,71.50
1175,3582,3781,1.19,71.50
1176,3583,3782,1.21,71.00
1177,3584,3783,1.17,71.00
1178,3585,3784,1.15,71.50
1179,3586,3785,1.17,71.00
1180,3587,3786,1.15,71.50
1181,3588,3787,1.14,72.00
1182,3589,3788,1.18,72.00
1183,3590,3789,1.18,72.00
1184,3591,3790,1.18,72.00
1185,3592,3791,1.19,71.50
1186,3593,3792,1.15,71.50
1187,3594,3793,1.15,71.50
1188,3595,3794,1.17,71.00
1189,3596,3795,1.19,70.50
1190,3597,3796,1.17,71.00
1191,3598,3797,1.19,70.50
1192,3599,3798,1.15,70.50
1193,3600,3799,1.14,70.50
1194,3601,3800,1.16,70.00
1195,3602,3801,1.18,69.50
1196,3603,3802,1.21,70.00
1197,3604,3803,1.23,69.50
1198,3605,3804,1.18,69.50
1199,3606,3805,1.16,70.00
1200,3607,3806,1.18,69.50
1201,3608,3807,1.22,69.50
1202,3609,3808,1.21,69.50
1203,3610,3809,1.21,69.50
1204,3611,3810,1.23,69.00
1205,3612,3811,1.19,69.00
1206,3613,3812,1.19,69.00
1207,3614,3813,1.16,68.50
1208,3615,3814,1.20,68.50
1209,3616,3815,1.22,68.00
1210,3617,3816,1.18,68.00
1211,3618,3817,1.18,68.00
1212,3619,3818,1.14,68.00
1213,3620,3819,1.13,68.00
1214,3621,3820,1.13,68.00
1215,3622,3821,1.13,68.00
1216,3623,3822,1.13,68.00
1217,3624,3823,1.11,68.50
1218,3625,3824,1.11,68.50
1219,3626,3825,1.16,68.50
1220,3627,3826,1.16,68.50
1221,3628,3827,1.15,68.50
1222,3629,3828,1.15,68.50
1223,3630,3829,1.15,68.50
1224,3631,3830,1.17,68.00
1225,3632,3831,1.15,68.50
1226,3633,3832,1.14,69.00
1227,3634,3833,1.14,69.00
1228,3635,3834,1.14,69.00
1229,3636,3835,1.12,69.50
1230,3637,3836,1.08,69.50
1231,3638,3837,1.08,69.50
1232,3639,3838,1.08,69.50
1233,3640,3839,1.04,69.50
1234,3641,3840,1.08,69.50
1235,3642,3841,1.08,69.50
1236,3643,3842,1.09,69.00
1237,3644,3843,1.10,69.00
1238,3645,3844,1.05,69.00
1239,3646,3845,1.05,69.00
1240,3647,3846,1.09,69.00
1241,3648,3847,1.08,69.50
1242,3649,3848,1.08,69.50
1243,3650,3849,1.12,69.50
1244,3651,3850,1.12,69.50
1245,3652,3851,1.08,69.50
1246,3653,3852,1.08,69.50
1247,3654,3853,1.08,69.50
1248,3655,3854,1.06,70.00
1249,3656,3855,1.06,70.00
1250,3657,3856,1.08,69.50
1251,3658,3857,1.09,69.00
1252,3659,3858,1.08,69.50
1253,3660,3859,1.08,69.50
1254,3661,3860,1.08,69.50
1255,3662,3861,1.04,69.50
1256,3663,3862,1.04,69.50
1257,3664,3863,1.04,69.50
1258,3665,3864,1.08,69.50
1259,3666,3865,1.05,69.00
1260,3667,3866,1.05,69.00
1261,3668,3867,1.04,69.50
1262,3669,3868,1.05,69.00
1263,3670,3869,1.09,69.00
1264,3671,3870,1.09,69.00
1265,3672,3871,1.13,69.00
1266,3673,3872,1.11,68.50
1267,3674,3873,1.11,68.50
1268,3675,3874,1.09,69.00
1269,3676,3875,1.11,68.50
1270,3677,3876,1.11,68.50
1271,3678,3877,1.09,69.00
1272,3679,3878,1.10,69.00
1273,3680,3879,1.14,69.00
1274,3681,3880,1.12,69.50
1275,3682,3881,1.12,69.50
1276,3683,3882,1.10,70.00
1277,3684,3883,1.11,70.00
1278,3685,3884,1.09,70.50
1279,3686,3885,1.09,70.50
1280,3687,3886,1.09,70.50
1281,3688,3887,1.11,70.00
1282,3689,3888,1.13,70.50
1283,3690,3889,1.09,70.50
1284,3691,3890,1.09,70.50
1285,3692,3891,1.09,70.50
1286,3693,3892,1.11,70.00
1287,3694,3893,1.11,70.00
1288,3695,3894,1.13,70.50
1289,3696,3895,1.13,70.50
1290,3697,3896,1.15,70.00
1291,3698,3897,1.13,70.50
1292,3699,3898,1.09,70.50
1293,3700,3899,1.09,70.50
1294,3701,3900,1.08,71.00
1295,3702,3901,1.09,70.50
1296,3703,3902,1.11,70.00
1297,3704,3903,1.13,70.50
1298,3705,3904,1.14,70.00
1299,3706,3905,1.11,70.00
1300,3707,3906,1.13,70.50
1301,3708,3907,1.13,70.50
1302,3709,3908,1.14,70.00
1303,3710,3909,1.14,70.00
1304,3711,3910,1.10,70.00
1305,3712,3911,1.10,70.00
1306,3713,3912,1.10,70.00
1307,3714,3913,1.09,70.50
1308,3715,3914,1.10,70.00
1309,3716,3915,1.10,70.00
1310,3717,3916,1.12,69.50
1311,3718,3917,1.12,69.50
1312,3719,3918,1.12,69.50
1313,3720,3919,1.10,70.00
1314,3721,3920,1.10,70.00
1315,3722,3921,1.10,70.00
1316,3723,3922,1.12,69.50
1317,3724,3923,1.09,69.00
1318,3725,3924,1.11,68.50
1319,3726,3925,1.07,68.50
1320,3727,3926,1.08,68.00
1321,3728,3927,1.07,68.50
1322,3729,3928,1.05,69.00
1323,3730,3929,1.01,69.00
1324,3731,3930,1.01,69.00
1325,3732,3931,1.03,68.50
1326,3733,3932,1.03,68.50
1327,3734,3933,1.07,68.50
1328,3735,3934,1.07,68.50
1329,3736,3935,1.09,68.00
1330,3737,3936,1.09,68.00
1331,3738,3937,1.10,67.50
1332,3739,3938,1.10,67.50
1333,3740,3939,1.10,67.50
1334,3741,3940,1.12,67.00
1335,3742,3941,1.14,66.50
1336,3743,3942,1.12,67.00
1337,3744,3943,1.12,67.00
1338,3745,3944,1.16,67.00
1339,3746,3945,1.12,67.00
1340,3747,3946,1.12,67.00
1341,3748,3947,1.16,67.00
1342,3749,3948,1.15,67.50
1343,3750,3949,1.13,68.00
1344,3751,3950,1.15,67.50
1345,3752,3951,1.19,67.50
1346,3753,3952,1.19,67.50
1347,3754,3953,1.21,67.00
1348,3755,3954,1.19,67.50
1349,3756,3955,1.19,67.50
1350,3757,3956,1.19,67.50
1351,3758,3957,1.17,68.00
1352,3759,3958,1.17,68.00
1353,3760,3959,1.17,68.00
1354,3761,3960,1.17,68.00
1355,3762,3961,1.17,68.00
1356,3763,3962,1.22,68.00
1357,3764,3963,1.20,68.50
1358,3765,3964,1.22,68.00
1359,3766,3965,1.23,67.50
1360,3767,3966,1.23,67.50
1361,3768,3967,1.23,67.50
1362,3769,3968,1.25,67.00
1363,3770,3969,1.25,67.00
1364,3771,3970,1.25,67.00
1365,3772,3971,1.25,67.00
1366,3773,3972,1.23,67.50
1367,3774,3973,1.22,68.00
1368,3775,3974,1.18,68.00
1369,3776,3975,1.18,68.00
1370,3777,3976,1.18,68.00
1371,3778,3977,1.20,67.50
1372,3779,3978,1.18,68.00
1373,3780,3979,1.18,68.00
1374,3781,3980,1.20,67.50
1375,3782,3981,1.25,67.50
1376,3783,3982,1.23,68.00
1377,3784,3983,1.23,68.00
1378,3785,3984,1.23,68.00
1379,3786,3985,1.23,68.00
1380,3787,3986,1.25,67.50
1381,3788,3987,1.25,67.50
1382,3789,3988,1.23,67.00
1383,3790,3989,1.28,67.00
1384,3791,3990,1.26,67.50
1385,3792,3991,1.24,68.00
1386,3793,3992,1.25,68.00
1387,3794,3993,1.26,68.00
1388,3795,3994,1.24,68.50
1389,3796,3995,1.24,68.50
1390,3797,3996,1.25,68.50
1391,3798,3997,1.23,69.00
1392,3799,3998,1.23,69.00
1393,3800,3999,1.27,69.00
1394,3801,4000,1.25,69.50
1395,3802,4001,1.23,70.00
1396,3803,4002,1.19,70.00
1397,3804,4003,1.21,70.50
1398,3805,4004,1.20,70.50
1399,3806,4005,1.22,70.00
1400,3807,4006,1.20,70.50
1401,3808,4007,1.18,70.00
1402,3809,4008,1.17,70.00
1403,3810,4009,1.17,70.00
1404,3811,4010,1.19,70.50
1405,3812,4011,1.19,70.50
1406,3813,4012,1.21,70.00
1407,3814,4013,1.21,70.00
1408,3815,4014,1.17,70.00
1409,3816,4015,1.16,70.50
1410,3817,4016,1.16,70.50
1411,3818,4017,1.20,70.50
1412,3819,4018,1.22,70.00
1413,3820,4019,1.23,69.50
1414,3821,4020,1.23,69.50
1415,3822,4021,1.23,69.50
1416,3823,4022,1.20,69.50
1417,3824,4023,1.21,69.00
1418,3825,4024,1.21,69.00
1419,3826,4025,1.18,69.00
1420,3827,4026,1.18,69.00
1421,3828,4027,1.19,68.50
1422,3829,4028,1.21,68.00
1423,3830,4029,1.21,68.00
1424,3831,4030,1.19,68.50
1425,3832,4031,1.21,68.00
1426,3833,4032,1.21,68.00
1427,3834,4033,1.18,67.50
1428,3835,4034,1.23,67.50
1429,3836,4035,1.23,67.50
1430,3837,4036,1.22,67.50
1431,3838,4037,1.24,67.00
1432,3839,4038,1.22,67.50
1433,3840,4039,1.22,67.50
1434,3841,4040,1.18,67.50
1435,3842,4041,1.19,67.50
1436,3843,4042,1.19,67.50
1437,3844,4043,1.21,67.00
1438,3845,4044,1.21,67.00
1439,3846,4045,1.21,67.00
1440,3847,4046,1.21,67.00
1441,3848,4047,1.20,67.00
1442,3849,4048,1.20,67.00
1443,3850,4049,1.17,66.50
1444,3851,4050,1.17,66.50
1445,3852,4051,1.17,66.50
1446,3853,4052,1.16,67.00
1447,3854,4053,1.16,67.00
1448,3855,4054,1.17,66.50
1449,3856,4055,1.19,66.00
1450,3857,4056,1.21,66.50
1451,3858,4057,1.21,66.50
1452,3859,4058,1.21,66.50
1453,3860,4059,1.18,67.00
1454,3861,4060,1.18,67.00
1455,3862,4061,1.20,66.50
1456,3863,4062,1.20,66.50
1457,3864,4063,1.20,66.50
1458,3865,4064,1.15,66.50
1459,3866,4065,1.15,66.50
1460,3867,4066,1.17,66.00
1461,3868,4067,1.19,65.50
1462,3869,4068,1.17,66.00
1463,3870,4069,1.13,66.00
1464,3871,4070,1.17,66.00
1465,3872,4071,1.14,65.50
1466,3873,4072,1.12,66.00
1467,3874,4073,1.14,65.50
1468,3875,4074,1.16,65.00
1469,3876,4075,1.14,65.50
1470,3877,4076,1.16,65.00
1471,3878,4077,1.17,64.50
1472,3879,4078,1.22,64.50
1473,3880,4079,1.19,64.00
1474,3881,4080,1.20,64.00
1475,3882,4081,1.22,63.50
1476,3883,4082,1.24,63.00
1477,3884,4083,1.26,62.50
1478,3885,4084,1.26,62.50
1479,3886,4085,1.28,62.00
1480,3887,4086,1.28,62.00
1481,3888,4087,1.26,62.50
1482,3889,4088,1.26,62.50
1483,3890,4089,1.26,62.50
1484,3891,4090,1.28,62.00
1485,3892,4091,1.27,62.00
1486,3893,4092,1.27,62.00
1487,3894,4093,1.26,62.00
1488,3895,4094,1.23,61.50
1489,3896,4095,1.22,62.00
1490,3897,4096,1.20,62.50
1491,3898,4097,1.21,62.50
1492,3899,4098,1.25,62.50
1493,3900,4099,1.25,62.50
1494,3901,4100,1.27,62.00
1495,3902,4101,1.30,62.50
1496,3903,4102,1.28,63.00
1497,3904,4103,1.22,63.00
1498,3905,4104,1.21,63.50
1499,3906,4105,1.22,63.00
1500,3907,4106,1.22,63.00
1501,3908,4107,1.22,63.00
1502,3909,4108,1.20,63.50
1503,3910,4109,1.22,63.00
1504,3911,4110,1.23,63.00
1505,3912,4111,1.25,62.50
1506,3913,4112,1.28,62.00
1507,3914,4113,1.28,62.00
1508,3915,4114,1.26,62.50
1509,3916,4115,1.29,62.00
1510,3917,4116,1.32,62.50
1511,3918,4117,1.32,62.50
1512,3919,4118,1.29,62.00
1513,3920,4119,1.32,61.50
1514,3921,4120,1.34,61.00
1515,3922,4121,1.39,61.00
1516,3923,4122,1.36,61.50
1517,3924,4123,1.36,61.50
1518,3925,4124,1.36,61.50
1519,3926,4125,1.36,61.50
1520,3927,4126,1.39,62.00
1521,3928,4127,1.41,61.50
1522,3929,4128,1.41,61.50
1523,3930,4129,1.41,61.50
1524,3931,4130,1.41,61.50
1525,3932,4131,1.44,62.00
1526,3933,4132,1.42,62.50
1527,3934,4133,1.39,62.00
1528,3935,4134,1.37,62.50
1529,3936,4135,1.35,63.00
1530,3937,4136,1.37,62.50
1531,3938,4137,1.35,63.00
1532,3939,4138,1.31,63.00
1533,3940,4139,1.35,63.00
1534,3941,4140,1.33,63.50
1535,3942,4141,1.31,64.00
1536,3943,4142,1.33,63.50
1537,3944,4143,1.31,64.00
1538,3945,4144,1.28,63.50
1539,3946,4145,1.28,63.50
1540,3947,4146,1.31,64.00
1541,3948,4147,1.28,63.50
1542,3949,4148,1.28,63.50
1543,3950,4149,1.30,63.00
1544,3951,4150,1.28,63.50
1545,3952,4151,1.24,63.50
1546,3953,4152,1.25,63.50
1547,3954,4153,1.23,64.00
1548,3955,4154,1.27,64.00
1549,3956,4155,1.25,64.50
1550,3957,4156,1.21,64.50
1551,3958,4157,1.23,64.00
1552,3959,4158,1.26,64.50
1553,3960,4159,1.27,64.00
1554,3961,4160,1.27,64.00
1555,3962,4161,1.27,64.00
1556,3963,4162,1.27,64.00
1557,3964,4163,1.29,63.50
1558,3965,4164,1.29,63.50
1559,3966,4165,1.27,64.00
1560,3967,4166,1.22,64.00
1561,3968,4167,1.21,64.50
1562,3969,4168,1.23,65.00
1563,3970,4169,1.26,64.50
1564,3971,4170,1.24,65.00
1565,3972,4171,1.24,65.00
1566,3973,4172,1.28,65.00
1567,3974,4173,1.28,65.00
1568,3975,4174,1.30,64.50
1569,3976,4175,1.30,64.50
1570,3977,4176,1.28,65.00
1571,3978,4177,1.28,65.00
1572,3979,4178,1.30,64.50
1573,3980,4179,1.28,65.00
1574,3981,4180,1.28,65.00
1575,3982,4181,1.28,65.00
1576,3983,4182,1.28,65.00
1577,3984,4183,1.28,65.00
1578,3985,4184,1.30,64.50
1579,3986,4185,1.28,65.00
1580,3987,4186,1.27,65.50
1581,3988,4187,1.31,65.50
1582,3989,4188,1.28,66.00
1583,3990,4189,1.23,66.00
1584,3991,4190,1.25,65.50
1585,3992,4191,1.24,65.50
1586,3993,4192,1.24,65.50
1587,3994,4193,1.24,65.50
1588,3995,4194,1.26,65.00
1589,3996,4195,1.24,65.50
1590,3997,4196,1.26,65.00
1591,3998,4197,1.26,65.00
1592,3999,4198,1.30,65.00
1593,4000,4199,1.28,64.50
1594,4001,4200,1.28,64.50
1595,4002,4201,1.31,64.00
1596,4003,4202,1.33,63.50
1597,4004,4203,1.28,63.50
1598,4005,4204,1.31,63.00
1599,4006,4205,1.33,63.50
1600,4007,4206,1.34,63.50
1601,4008,4207,1.32,64.00
1602,4009,4208,1.35,63.50
1603,4010,4209,1.35,63.50
1604,4011,4210,1.31,63.50
1605,4012,4211,1.33,63.00
1606,4013,4212,1.31,63.50
1607,4014,4213,1.29,64.00
1608,4015,4214,1.31,63.50
1609,4016,4215,1.31,63.50
1610,4017,4216,1.31,63.50
1611,4018,4217,1.28,63.00
1612,4019,4218,1.27,63.50
1613,4020,4219,1.25,64.00
1614,4021,4220,1.27,63.50
1615,4022,4221,1.27,63.50
1616,4023,4222,1.27,63.50
1617,4024,4223,1.27,63.50
1618,4025,4224,1.25,64.00
1619,4026,4225,1.25,64.00
1620,4027,4226,1.25,64.00
1621,4028,4227,1.23,64.50
1622,4029,4228,1.22,65.00
1623,4030,4229,1.23,64.50
1624,4031,4230,1.23,64.50
1625,4032,4231,1.22,65.00
1626,4033,4232,1.22,65.00
1627,4034,4233,1.24,65.50
1628,4035,4234,1.20,65.50
1629,4036,4235,1.23,65.00
1630,4037,4236,1.28,65.00
1631,4038,4237,1.28,65.00
1632,4039,4238,1.28,65.00
1633,4040,4239,1.30,64.50
1634,4041,4240,1.34,64.50
1635,4042,4241,1.35,64.00
1636,4043,4242,1.33,64.50
1637,4044,4243,1.30,65.00
1638,4045,4244,1.32,64.50
1639,4046,4245,1.32,64.50
1640,4047,4246,1.28,64.50
1641,4048,4247,1.29,64.50
1642,4049,4248,1.31,64.00
1643,4050,4249,1.30,64.50
1644,4051,4250,1.34,64.50
1645,4052,4251,1.33,64.50
1646,4053,4252,1.33,64.50
1647,4054,4253,1.37,64.50
1648,4055,4254,1.34,65.00
1649,4056,4255,1.31,65.50
1650,4057,4256,1.29,65.00
1651,4058,4257,1.27,65.50
1652,4059,4258,1.27,65.50
1653,4060,4259,1.30,65.00
1654,4061,4260,1.31,65.00
1655,4062,4261,1.33,65.50
1656,4063,4262,1.33,65.50
1657,4064,4263,1.32,65.50
1658,4065,4264,1.32,65.50
1659,4066,4265,1.35,66.00
1660,4067,4266,1.32,66.50
1661,4068,4267,1.30,67.00
1662,4069,4268,1.29,67.00
1663,4070,4269,1.31,66.50
1664,4071,4270,1.26,66.50
1665,4072,4271,1.24,67.00
1666,4073,4272,1.24,67.00
1667,4074,4273,1.23,67.50
1668,4075,4274,1.23,67.50
1669,4076,4275,1.23,67.50
1670,4077,4276,1.21,68.00
1671,4078,4277,1.21,68.00
1672,4079,4278,1.21,68.00
1673,4080,4279,1.19,68.50
1674,4081,4280,1.21,68.00
1675,4082,4281,1.19,68.50
1676,4083,4282,1.21,69.00
1677,4084,4283,1.21,69.00
1678,4085,4284,1.21,69.00
1679,4086,4285,1.19,69.50
1680,4087,4286,1.23,69.50
1681,4088,4287,1.22,69.50
1682,4089,4288,1.18,69.50
1683,4090,4289,1.20,69.00
1684,4091,4290,1.18,69.50
1685,4092,4291,1.19,69.50
1686,4093,4292,1.21,70.00
1687,4094,4293,1.21,70.00
1688,4095,4294,1.21,70.00
1689,4096,4295,1.23,69.50
1690,4097,4296,1.27,69.50
1691,4098,4297,1.27,69.50
1692,4099,4298,1.24,69.00
1693,4100,4299,1.24,69.00
1694,4101,4300,1.24,69.00
1695,4102,4301,1.22,68.50
1696,4103,4302,1.27,68.50
1697,4104,4303,1.27,68.50
1698,4105,4304,1.29,68.00
1699,4106,4305,1.27,68.50
1700,4107,4306,1.25,68.00
1701,4108,4307,1.29,68.00
1702,4109,4308,1.32,67.50
1703,4110,4309,1.29,68.00
1704,4111,4310,1.31,67.50
1705,4112,4311,1.31,67.50
1706,4113,4312,1.29,68.00
1707,4114,4313,1.30,67.50
1708,4115,4314,1.30,67.50
1709,4116,4315,1.30,67.50
1710,4117,4316,1.28,67.00
1711,4118,4317,1.28,67.00
1712,4119,4318,1.30,67.50
1713,4120,4319,1.30,67.50
1714,4121,4320,1.28,68.00
1715,4122,4321,1.24,68.00
1716,4123,4322,1.27,67.50
1717,4124,4323,1.25,68.00
1718,4125,4324,1.25,68.00
1719,4126,4325,1.25,68.00
